"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"aranceles donald trump","500+","April 29, 2025 at 7:20:00 PM UTC-6","April 29, 2025 at 8:50:00 PM UTC-6","aranceles donald trump","https://trends.google.com/trends/explore?q=aranceles%20donald%20trump&geo=MX&hl=en-US"
"meteorito","100+","May 4, 2025 at 9:10:00 AM UTC-6","May 4, 2025 at 10:00:00 AM UTC-6","meteorito","https://trends.google.com/trends/explore?q=meteorito&geo=MX&hl=en-US"
"são paulo - náutico","500+","April 29, 2025 at 7:00:00 PM UTC-6","April 29, 2025 at 8:20:00 PM UTC-6","são paulo - náutico,sao paulo fc","https://trends.google.com/trends/explore?q=s%C3%A3o%20paulo%20-%20n%C3%A1utico&geo=MX&hl=en-US"
"iñaki williams","200+","May 1, 2025 at 1:20:00 PM UTC-6","May 1, 2025 at 2:40:00 PM UTC-6","iñaki williams","https://trends.google.com/trends/explore?q=i%C3%B1aki%20williams&geo=MX&hl=en-US"
"daniil medvédev","500+","April 29, 2025 at 11:50:00 AM UTC-6","April 29, 2025 at 1:30:00 PM UTC-6","daniil medvédev","https://trends.google.com/trends/explore?q=daniil%20medv%C3%A9dev&geo=MX&hl=en-US"
"atlanta braves","200+","April 30, 2025 at 3:20:00 PM UTC-6","April 30, 2025 at 4:40:00 PM UTC-6","atlanta braves","https://trends.google.com/trends/explore?q=atlanta%20braves&geo=MX&hl=en-US"
"dodgers hoy","200+","May 2, 2025 at 8:10:00 PM UTC-6","May 2, 2025 at 9:30:00 PM UTC-6","dodgers hoy","https://trends.google.com/trends/explore?q=dodgers%20hoy&geo=MX&hl=en-US"
"jackie chan","100+","May 4, 2025 at 10:40:00 PM UTC-6","May 4, 2025 at 11:10:00 PM UTC-6","jackie chan","https://trends.google.com/trends/explore?q=jackie%20chan&geo=MX&hl=en-US"
"fc bayern","100+","May 3, 2025 at 10:10:00 AM UTC-6","May 3, 2025 at 11:10:00 AM UTC-6","fc bayern","https://trends.google.com/trends/explore?q=fc%20bayern&geo=MX&hl=en-US"
"joao neves","200+","April 29, 2025 at 1:40:00 PM UTC-6","April 29, 2025 at 3:30:00 PM UTC-6","joao neves","https://trends.google.com/trends/explore?q=joao%20neves&geo=MX&hl=en-US"
"pag","500+","April 29, 2025 at 1:50:00 PM UTC-6","April 29, 2025 at 4:20:00 PM UTC-6","pag","https://trends.google.com/trends/explore?q=pag&geo=MX&hl=en-US"
"camp nou","200+","April 30, 2025 at 2:00:00 PM UTC-6","April 30, 2025 at 3:50:00 PM UTC-6","camp nou","https://trends.google.com/trends/explore?q=camp%20nou&geo=MX&hl=en-US"
"smtown live","200+","May 2, 2025 at 10:30:00 PM UTC-6","May 2, 2025 at 11:20:00 PM UTC-6","smtown live","https://trends.google.com/trends/explore?q=smtown%20live&geo=MX&hl=en-US"
"primera división femenina","200+","May 1, 2025 at 7:50:00 AM UTC-6","May 1, 2025 at 10:00:00 AM UTC-6","primera división femenina","https://trends.google.com/trends/explore?q=primera%20divisi%C3%B3n%20femenina&geo=MX&hl=en-US"
"cardenal norberto rivera","200+","April 30, 2025 at 5:30:00 PM UTC-6","April 30, 2025 at 10:20:00 PM UTC-6","cardenal norberto rivera","https://trends.google.com/trends/explore?q=cardenal%20norberto%20rivera&geo=MX&hl=en-US"
"gabriel diallo","200+","April 30, 2025 at 12:30:00 PM UTC-6","April 30, 2025 at 3:20:00 PM UTC-6","gabriel diallo","https://trends.google.com/trends/explore?q=gabriel%20diallo&geo=MX&hl=en-US"
"andreas christensen","500+","April 30, 2025 at 2:50:00 PM UTC-6","April 30, 2025 at 4:00:00 PM UTC-6","andreas christensen,christensen","https://trends.google.com/trends/explore?q=andreas%20christensen&geo=MX&hl=en-US"
"estados unidos","500+","April 29, 2025 at 4:50:00 PM UTC-6","April 29, 2025 at 6:10:00 PM UTC-6","estados unidos","https://trends.google.com/trends/explore?q=estados%20unidos&geo=MX&hl=en-US"
"julius randle","200+","April 30, 2025 at 10:40:00 PM UTC-6","May 1, 2025 at 12:00:00 AM UTC-6","julius randle","https://trends.google.com/trends/explore?q=julius%20randle&geo=MX&hl=en-US"
"deportivo cali - tolima","100+","May 3, 2025 at 6:40:00 PM UTC-6","May 3, 2025 at 7:50:00 PM UTC-6","deportivo cali - tolima","https://trends.google.com/trends/explore?q=deportivo%20cali%20-%20tolima&geo=MX&hl=en-US"
"alemania","200+","May 3, 2025 at 5:20:00 PM UTC-6","May 3, 2025 at 10:50:00 PM UTC-6","alemania","https://trends.google.com/trends/explore?q=alemania&geo=MX&hl=en-US"
"lazio","100+","May 4, 2025 at 6:40:00 AM UTC-6","May 4, 2025 at 7:20:00 AM UTC-6","lazio","https://trends.google.com/trends/explore?q=lazio&geo=MX&hl=en-US"
"toulouse vs","100+","May 3, 2025 at 12:40:00 PM UTC-6","May 3, 2025 at 1:40:00 PM UTC-6","toulouse vs","https://trends.google.com/trends/explore?q=toulouse%20vs&geo=MX&hl=en-US"
"finito lopez","200+","May 1, 2025 at 6:50:00 PM UTC-6","May 2, 2025 at 9:00:00 PM UTC-6","finito lopez","https://trends.google.com/trends/explore?q=finito%20lopez&geo=MX&hl=en-US"
"survivor","500+","April 30, 2025 at 8:10:00 PM UTC-6","April 30, 2025 at 10:00:00 PM UTC-6","survivor","https://trends.google.com/trends/explore?q=survivor&geo=MX&hl=en-US"
"myles lewis-skelly","200+","April 29, 2025 at 1:00:00 PM UTC-6","April 29, 2025 at 2:30:00 PM UTC-6","myles lewis-skelly","https://trends.google.com/trends/explore?q=myles%20lewis-skelly&geo=MX&hl=en-US"
"la hora de la desaparición","200+","May 1, 2025 at 9:40:00 AM UTC-6","May 1, 2025 at 11:20:00 AM UTC-6","la hora de la desaparición","https://trends.google.com/trends/explore?q=la%20hora%20de%20la%20desaparici%C3%B3n&geo=MX&hl=en-US"
"brandin podziemski","200+","May 4, 2025 at 8:10:00 PM UTC-6","May 4, 2025 at 8:30:00 PM UTC-6","brandin podziemski","https://trends.google.com/trends/explore?q=brandin%20podziemski&geo=MX&hl=en-US"
"concacaf partidos","200+","May 1, 2025 at 10:10:00 PM UTC-6","May 1, 2025 at 11:20:00 PM UTC-6","concacaf partidos","https://trends.google.com/trends/explore?q=concacaf%20partidos&geo=MX&hl=en-US"
"costa rica","100+","May 3, 2025 at 10:30:00 PM UTC-6","May 3, 2025 at 11:20:00 PM UTC-6","costa rica","https://trends.google.com/trends/explore?q=costa%20rica&geo=MX&hl=en-US"
"dias de descanso obligatorio 2025","200+","May 2, 2025 at 7:40:00 AM UTC-6","May 2, 2025 at 9:10:00 AM UTC-6","dias de descanso obligatorio 2025","https://trends.google.com/trends/explore?q=dias%20de%20descanso%20obligatorio%202025&geo=MX&hl=en-US"
"futbol","500+","April 30, 2025 at 1:30:00 PM UTC-6","April 30, 2025 at 2:30:00 PM UTC-6","futbol","https://trends.google.com/trends/explore?q=futbol&geo=MX&hl=en-US"
"arena vfg","100+","May 3, 2025 at 8:20:00 PM UTC-6","May 3, 2025 at 9:30:00 PM UTC-6","arena vfg","https://trends.google.com/trends/explore?q=arena%20vfg&geo=MX&hl=en-US"
"deportes limache - colo-colo","100+","May 2, 2025 at 3:00:00 PM UTC-6","May 2, 2025 at 4:10:00 PM UTC-6","deportes limache - colo-colo","https://trends.google.com/trends/explore?q=deportes%20limache%20-%20colo-colo&geo=MX&hl=en-US"
"auditorio nacional","200+","April 30, 2025 at 5:50:00 PM UTC-6","April 30, 2025 at 9:00:00 PM UTC-6","auditorio nacional","https://trends.google.com/trends/explore?q=auditorio%20nacional&geo=MX&hl=en-US"
"elon musk","500+","April 29, 2025 at 3:40:00 PM UTC-6","April 29, 2025 at 4:50:00 PM UTC-6","elon musk","https://trends.google.com/trends/explore?q=elon%20musk&geo=MX&hl=en-US"
"nintendo switch","500+","April 30, 2025 at 3:40:00 PM UTC-6","April 30, 2025 at 4:40:00 PM UTC-6","nintendo switch","https://trends.google.com/trends/explore?q=nintendo%20switch&geo=MX&hl=en-US"
"guardians - twins","500+","April 29, 2025 at 4:10:00 PM UTC-6","April 29, 2025 at 5:20:00 PM UTC-6","guardians - twins","https://trends.google.com/trends/explore?q=guardians%20-%20twins&geo=MX&hl=en-US"
"taremi","200+","April 30, 2025 at 2:30:00 PM UTC-6","April 30, 2025 at 3:40:00 PM UTC-6","taremi","https://trends.google.com/trends/explore?q=taremi&geo=MX&hl=en-US"
"lorenzo musetti","200+","April 30, 2025 at 4:00:00 PM UTC-6","April 30, 2025 at 5:20:00 PM UTC-6","lorenzo musetti","https://trends.google.com/trends/explore?q=lorenzo%20musetti&geo=MX&hl=en-US"
"gavi","200+","April 30, 2025 at 2:40:00 PM UTC-6","April 30, 2025 at 3:50:00 PM UTC-6","gavi","https://trends.google.com/trends/explore?q=gavi&geo=MX&hl=en-US"
"concacaf partidos","200+","April 30, 2025 at 7:40:00 PM UTC-6","April 30, 2025 at 9:00:00 PM UTC-6","concacaf partidos","https://trends.google.com/trends/explore?q=concacaf%20partidos&geo=MX&hl=en-US"
"fox sports premium","100+","May 4, 2025 at 2:40:00 PM UTC-6","May 4, 2025 at 3:10:00 PM UTC-6","fox sports premium","https://trends.google.com/trends/explore?q=fox%20sports%20premium&geo=MX&hl=en-US"
"pasto - fortaleza","100+","May 4, 2025 at 2:30:00 PM UTC-6","May 4, 2025 at 3:00:00 PM UTC-6","pasto - fortaleza","https://trends.google.com/trends/explore?q=pasto%20-%20fortaleza&geo=MX&hl=en-US"
"charles leclerc","100+","May 3, 2025 at 10:30:00 AM UTC-6","May 3, 2025 at 11:10:00 AM UTC-6","charles leclerc","https://trends.google.com/trends/explore?q=charles%20leclerc&geo=MX&hl=en-US"
"ticket master","200+","April 30, 2025 at 11:10:00 AM UTC-6","April 30, 2025 at 12:20:00 PM UTC-6","ticket master","https://trends.google.com/trends/explore?q=ticket%20master&geo=MX&hl=en-US"
"francisco cantu","500+","April 29, 2025 at 10:10:00 AM UTC-6","April 29, 2025 at 5:50:00 PM UTC-6","francisco cantu,romina mircoli","https://trends.google.com/trends/explore?q=francisco%20cantu&geo=MX&hl=en-US"
"almeria vs","200+","April 29, 2025 at 12:50:00 PM UTC-6","April 29, 2025 at 2:20:00 PM UTC-6","almeria vs","https://trends.google.com/trends/explore?q=almeria%20vs&geo=MX&hl=en-US"
"pizza","500+","April 30, 2025 at 3:00:00 PM UTC-6","April 30, 2025 at 9:30:00 PM UTC-6","pizza","https://trends.google.com/trends/explore?q=pizza&geo=MX&hl=en-US"
"george lucas","200+","April 29, 2025 at 1:10:00 PM UTC-6","April 29, 2025 at 4:10:00 PM UTC-6","george lucas","https://trends.google.com/trends/explore?q=george%20lucas&geo=MX&hl=en-US"
"vancouver","200+","May 1, 2025 at 10:40:00 PM UTC-6","May 1, 2025 at 11:20:00 PM UTC-6","vancouver","https://trends.google.com/trends/explore?q=vancouver&geo=MX&hl=en-US"
"turkson","200+","May 1, 2025 at 8:50:00 PM UTC-6","May 1, 2025 at 10:00:00 PM UTC-6","turkson","https://trends.google.com/trends/explore?q=turkson&geo=MX&hl=en-US"
"xbox series x","200+","May 1, 2025 at 12:40:00 PM UTC-6","May 2, 2025 at 3:10:00 AM UTC-6","xbox series x","https://trends.google.com/trends/explore?q=xbox%20series%20x&geo=MX&hl=en-US"
"sindrome de down","200+","April 30, 2025 at 8:00:00 PM UTC-6","April 30, 2025 at 9:00:00 PM UTC-6","sindrome de down","https://trends.google.com/trends/explore?q=sindrome%20de%20down&geo=MX&hl=en-US"
"dorian finney-smith","200+","April 30, 2025 at 10:40:00 PM UTC-6","May 1, 2025 at 12:00:00 AM UTC-6","dorian finney-smith","https://trends.google.com/trends/explore?q=dorian%20finney-smith&geo=MX&hl=en-US"
"como se paga el 1 de mayo","200+","May 1, 2025 at 8:30:00 AM UTC-6","May 1, 2025 at 12:40:00 PM UTC-6","como se paga el 1 de mayo","https://trends.google.com/trends/explore?q=como%20se%20paga%20el%201%20de%20mayo&geo=MX&hl=en-US"
"balloon parade 2025","100+","May 4, 2025 at 12:50:00 PM UTC-6","May 4, 2025 at 1:20:00 PM UTC-6","balloon parade 2025","https://trends.google.com/trends/explore?q=balloon%20parade%202025&geo=MX&hl=en-US"
"lorenzo faravelli","200+","May 1, 2025 at 8:50:00 PM UTC-6","May 1, 2025 at 9:50:00 PM UTC-6","lorenzo faravelli","https://trends.google.com/trends/explore?q=lorenzo%20faravelli&geo=MX&hl=en-US"
"serhou guirassy","100+","May 3, 2025 at 12:30:00 PM UTC-6","May 3, 2025 at 1:10:00 PM UTC-6","serhou guirassy","https://trends.google.com/trends/explore?q=serhou%20guirassy&geo=MX&hl=en-US"
"gary trent jr.","200+","April 29, 2025 at 6:50:00 PM UTC-6","April 29, 2025 at 8:00:00 PM UTC-6","gary trent jr.","https://trends.google.com/trends/explore?q=gary%20trent%20jr.&geo=MX&hl=en-US"
"serie b","200+","May 1, 2025 at 8:30:00 AM UTC-6","May 1, 2025 at 9:50:00 AM UTC-6","serie b","https://trends.google.com/trends/explore?q=serie%20b&geo=MX&hl=en-US"
"austin reaves","200+","April 30, 2025 at 10:40:00 PM UTC-6","May 1, 2025 at 12:00:00 AM UTC-6","austin reaves","https://trends.google.com/trends/explore?q=austin%20reaves&geo=MX&hl=en-US"
"coco gauff","200+","April 30, 2025 at 8:00:00 AM UTC-6","April 30, 2025 at 9:20:00 AM UTC-6","coco gauff","https://trends.google.com/trends/explore?q=coco%20gauff&geo=MX&hl=en-US"
"nuno mendes","200+","April 29, 2025 at 1:30:00 PM UTC-6","April 29, 2025 at 3:10:00 PM UTC-6","nuno mendes","https://trends.google.com/trends/explore?q=nuno%20mendes&geo=MX&hl=en-US"
"children's day","200+","April 30, 2025 at 9:50:00 AM UTC-6","April 30, 2025 at 12:50:00 PM UTC-6","children's day","https://trends.google.com/trends/explore?q=children%27s%20day&geo=MX&hl=en-US"
"carlos augusto","200+","April 30, 2025 at 2:40:00 PM UTC-6","April 30, 2025 at 3:40:00 PM UTC-6","carlos augusto","https://trends.google.com/trends/explore?q=carlos%20augusto&geo=MX&hl=en-US"
"sarmiento - san lorenzo","100+","May 3, 2025 at 3:30:00 PM UTC-6","May 3, 2025 at 4:20:00 PM UTC-6","sarmiento - san lorenzo","https://trends.google.com/trends/explore?q=sarmiento%20-%20san%20lorenzo&geo=MX&hl=en-US"
"megan fox","200+","April 30, 2025 at 8:00:00 PM UTC-6","April 30, 2025 at 11:20:00 PM UTC-6","megan fox","https://trends.google.com/trends/explore?q=megan%20fox&geo=MX&hl=en-US"
"fenerbahce vs","100+","May 4, 2025 at 12:10:00 PM UTC-6","May 4, 2025 at 12:40:00 PM UTC-6","fenerbahce vs","https://trends.google.com/trends/explore?q=fenerbahce%20vs&geo=MX&hl=en-US"
"casper ruud","500+","May 1, 2025 at 7:40:00 AM UTC-6","May 1, 2025 at 8:50:00 AM UTC-6","casper ruud,taylor fritz","https://trends.google.com/trends/explore?q=casper%20ruud&geo=MX&hl=en-US"
"vivaaerobus","1K+","April 29, 2025 at 2:20:00 PM UTC-6","April 29, 2025 at 3:10:00 PM UTC-6","vivaaerobus","https://trends.google.com/trends/explore?q=vivaaerobus&geo=MX&hl=en-US"
"doue","200+","April 29, 2025 at 2:20:00 PM UTC-6","April 29, 2025 at 3:30:00 PM UTC-6","doue","https://trends.google.com/trends/explore?q=doue&geo=MX&hl=en-US"
"nayarit","200+","April 29, 2025 at 3:30:00 PM UTC-6","April 29, 2025 at 4:40:00 PM UTC-6","nayarit","https://trends.google.com/trends/explore?q=nayarit&geo=MX&hl=en-US"
"marquinhos","200+","April 29, 2025 at 2:40:00 PM UTC-6","April 29, 2025 at 3:50:00 PM UTC-6","marquinhos","https://trends.google.com/trends/explore?q=marquinhos&geo=MX&hl=en-US"
"fluminense vs","200+","April 29, 2025 at 7:50:00 PM UTC-6","April 29, 2025 at 9:10:00 PM UTC-6","fluminense vs","https://trends.google.com/trends/explore?q=fluminense%20vs&geo=MX&hl=en-US"
"monday","200+","May 2, 2025 at 9:20:00 AM UTC-6","May 2, 2025 at 10:20:00 AM UTC-6","monday","https://trends.google.com/trends/explore?q=monday&geo=MX&hl=en-US"
"mutua madrid open","200+","May 1, 2025 at 10:00:00 AM UTC-6","May 1, 2025 at 10:50:00 AM UTC-6","mutua madrid open","https://trends.google.com/trends/explore?q=mutua%20madrid%20open&geo=MX&hl=en-US"
"max verstappen","200+","May 2, 2025 at 8:10:00 AM UTC-6","May 2, 2025 at 8:50:00 AM UTC-6","max verstappen","https://trends.google.com/trends/explore?q=max%20verstappen&geo=MX&hl=en-US"
"just b","200+","April 29, 2025 at 3:30:00 PM UTC-6","April 29, 2025 at 9:10:00 PM UTC-6","just b","https://trends.google.com/trends/explore?q=just%20b&geo=MX&hl=en-US"
"tabla periodica","500+","April 30, 2025 at 9:00:00 AM UTC-6","April 30, 2025 at 9:50:00 AM UTC-6","tabla periodica","https://trends.google.com/trends/explore?q=tabla%20periodica&geo=MX&hl=en-US"
"29 de abril","200+","April 29, 2025 at 9:50:00 AM UTC-6","April 29, 2025 at 12:20:00 PM UTC-6","29 de abril","https://trends.google.com/trends/explore?q=29%20de%20abril&geo=MX&hl=en-US"
"fulham","200+","May 3, 2025 at 7:40:00 AM UTC-6","May 3, 2025 at 8:00:00 AM UTC-6","fulham","https://trends.google.com/trends/explore?q=fulham&geo=MX&hl=en-US"
"auditorio telmex","200+","April 30, 2025 at 11:20:00 AM UTC-6","April 30, 2025 at 12:20:00 PM UTC-6","auditorio telmex","https://trends.google.com/trends/explore?q=auditorio%20telmex&geo=MX&hl=en-US"
"álex de miñaur","200+","April 30, 2025 at 4:00:00 PM UTC-6","April 30, 2025 at 5:00:00 PM UTC-6","álex de miñaur","https://trends.google.com/trends/explore?q=%C3%A1lex%20de%20mi%C3%B1aur&geo=MX&hl=en-US"
"golden state warriors contra houston rockets","100+","May 2, 2025 at 9:50:00 PM UTC-6","May 2, 2025 at 10:40:00 PM UTC-6","golden state warriors contra houston rockets","https://trends.google.com/trends/explore?q=golden%20state%20warriors%20contra%20houston%20rockets&geo=MX&hl=en-US"
"rui hachimura","100+","April 30, 2025 at 10:40:00 PM UTC-6","April 30, 2025 at 11:50:00 PM UTC-6","rui hachimura","https://trends.google.com/trends/explore?q=rui%20hachimura&geo=MX&hl=en-US"
"eva longoria","200+","April 29, 2025 at 4:30:00 PM UTC-6","April 29, 2025 at 5:40:00 PM UTC-6","eva longoria","https://trends.google.com/trends/explore?q=eva%20longoria&geo=MX&hl=en-US"
"herediano","100+","May 3, 2025 at 10:00:00 PM UTC-6","May 3, 2025 at 10:30:00 PM UTC-6","herediano","https://trends.google.com/trends/explore?q=herediano&geo=MX&hl=en-US"
"gabriel martinelli","200+","April 29, 2025 at 12:50:00 PM UTC-6","April 29, 2025 at 1:50:00 PM UTC-6","gabriel martinelli","https://trends.google.com/trends/explore?q=gabriel%20martinelli&geo=MX&hl=en-US"
"vancouver","200+","April 30, 2025 at 8:10:00 PM UTC-6","April 30, 2025 at 8:50:00 PM UTC-6","vancouver","https://trends.google.com/trends/explore?q=vancouver&geo=MX&hl=en-US"
"salvador bianchini maldonado","100+","May 2, 2025 at 10:00:00 PM UTC-6","May 2, 2025 at 10:40:00 PM UTC-6","salvador bianchini maldonado","https://trends.google.com/trends/explore?q=salvador%20bianchini%20maldonado&geo=MX&hl=en-US"
"jeremy renner","200+","May 1, 2025 at 3:30:00 PM UTC-6","May 2, 2025 at 1:00:00 AM UTC-6","jeremy renner","https://trends.google.com/trends/explore?q=jeremy%20renner&geo=MX&hl=en-US"
"cubs vs","200+","April 30, 2025 at 7:40:00 PM UTC-6","April 30, 2025 at 8:40:00 PM UTC-6","cubs vs","https://trends.google.com/trends/explore?q=cubs%20vs&geo=MX&hl=en-US"
"szczesny","200+","April 30, 2025 at 2:40:00 PM UTC-6","April 30, 2025 at 3:30:00 PM UTC-6","szczesny","https://trends.google.com/trends/explore?q=szczesny&geo=MX&hl=en-US"
"foro tv","200+","April 29, 2025 at 11:40:00 AM UTC-6","April 29, 2025 at 12:40:00 PM UTC-6","foro tv","https://trends.google.com/trends/explore?q=foro%20tv&geo=MX&hl=en-US"
"luna de hoy","200+","May 1, 2025 at 11:40:00 PM UTC-6","May 2, 2025 at 12:20:00 AM UTC-6","luna de hoy","https://trends.google.com/trends/explore?q=luna%20de%20hoy&geo=MX&hl=en-US"
"marco antonio solis","100+","May 4, 2025 at 1:40:00 AM UTC-6","May 4, 2025 at 2:20:00 AM UTC-6","marco antonio solis","https://trends.google.com/trends/explore?q=marco%20antonio%20solis&geo=MX&hl=en-US"
"bradley barcola","200+","April 29, 2025 at 2:30:00 PM UTC-6","April 29, 2025 at 3:40:00 PM UTC-6","bradley barcola","https://trends.google.com/trends/explore?q=bradley%20barcola&geo=MX&hl=en-US"
"playstation","100+","May 2, 2025 at 2:00:00 AM UTC-6","May 2, 2025 at 3:10:00 AM UTC-6","playstation","https://trends.google.com/trends/explore?q=playstation&geo=MX&hl=en-US"
"e","100+","May 1, 2025 at 3:30:00 AM UTC-6","May 1, 2025 at 7:30:00 AM UTC-6","e","https://trends.google.com/trends/explore?q=e&geo=MX&hl=en-US"
"foro tv en vivo","200+","April 29, 2025 at 11:40:00 AM UTC-6","April 29, 2025 at 12:40:00 PM UTC-6","foro tv en vivo","https://trends.google.com/trends/explore?q=foro%20tv%20en%20vivo&geo=MX&hl=en-US"
"retrô futebol clube brasil - fortaleza","200+","April 29, 2025 at 4:10:00 PM UTC-6","April 29, 2025 at 5:10:00 PM UTC-6","retrô futebol clube brasil - fortaleza","https://trends.google.com/trends/explore?q=retr%C3%B4%20futebol%20clube%20brasil%20-%20fortaleza&geo=MX&hl=en-US"
